id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
175,2025-01-01T00:02:23.978000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,"Image captured: 1024x768, 43807 bytes",,,,1.1,,,,,,
176,2025-01-01T00:02:24.641000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.7,,,"Image captured: 1024x768, 15987 bytes",,,,0.7,,,,,,
177,2025-01-01T00:02:24.970000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 22678 bytes",,,,0.3,,,,,,
178,2025-01-01T00:02:26.029000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 27424 bytes",,,,1.1,,,,,,
179,2025-01-01T00:02:26.227000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 15987 bytes",,,,0.2,,,,,,
180,2025-01-01T00:02:26.567000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 42710 bytes",,,,0.3,,,,,,
181,2025-01-01T00:02:27.092000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 27123 bytes",,,,0.5,,,,,,
182,2025-01-01T00:02:27.287000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 23190 bytes",,,,0.2,,,,,,
183,2025-01-01T00:02:28.153000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25347 bytes",,,,0.9,,,,,,
184,2025-01-01T00:02:28.339000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 28261 bytes",,,,0.2,,,,,,
185,2025-01-01T00:02:28.657000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 44789 bytes",,,,0.3,,,,,,
186,2025-01-01T00:02:29.278000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 23458 bytes",,,,0.6,,,,,,
187,2025-01-01T00:02:29.412000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 25052 bytes",,,,0.1,,,,,,
188,2025-01-01T00:02:30.336000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25475 bytes",,,,0.9,,,,,,
189,2025-01-01T00:02:30.477000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 22998 bytes",,,,0.1,,,,,,
190,2025-01-01T00:02:31.245000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 44280 bytes",,,,0.8,,,,,,
191,2025-01-01T00:02:31.413000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 24671 bytes",,,,0.2,,,,,,
192,2025-01-01T00:02:31.539000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 24395 bytes",,,,0.1,,,,,,
193,2025-01-01T00:02:32.473000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25397 bytes",,,,0.9,,,,,,
194,2025-01-01T00:02:32.616000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 29398 bytes",,,,0.1,,,,,,
195,2025-01-01T00:02:33.451000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 44209 bytes",,,,0.8,,,,,,
196,2025-01-01T00:02:34.556000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24779 bytes",,,,1.1,,,,,,
197,2025-01-01T00:02:35.043000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,"Image captured: 1024x768, 44177 bytes",,,,0.5,,,,,,
198,2025-01-01T00:02:36.555000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 20644 bytes",,,,1.5,,,,,,
199,2025-01-01T00:02:36.632000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 27220 bytes",,,,0.1,,,,,,
200,2025-01-01T00:02:37.128000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,"Image captured: 1024x768, 44130 bytes",,,,0.5,,,,,,
201,2025-01-01T00:02:38.121000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 23798 bytes",,,,1,,,,,,
202,2025-01-01T00:02:38.695000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.6,,,"Image captured: 1024x768, 25858 bytes",,,,0.6,,,,,,
203,2025-01-01T00:02:38.765000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43613 bytes",,,,0.1,,,,,,
204,2025-01-01T00:02:39.202000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 24966 bytes",,,,0.4,,,,,,
205,2025-01-01T00:02:40.356000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.2,,,"Image captured: 1024x768, 42862 bytes",,,,1.2,,,,,,
206,2025-01-01T00:02:40.758000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 25778 bytes",,,,0.4,,,,,,
207,2025-01-01T00:02:42.314000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 24580 bytes",,,,1.6,,,,,,
208,2025-01-01T00:02:42.434000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43392 bytes",,,,0.1,,,,,,
209,2025-01-01T00:02:42.696000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 26666 bytes",,,,0.3,,,,,,
210,2025-01-01T00:02:44.393000,ESP,ESP32,2A,,,,,,00:01.7,,,"Image captured: 1024x768, 26247 bytes",,,,1.7,,,,,,
211,2025-01-01T00:02:45.087000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,"Image captured: 1024x768, 42105 bytes",,,,0.7,,,,,,
212,2025-01-01T00:02:45.253000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 26766 bytes",,,,0.2,,,,,,
213,2025-01-01T00:02:45.468000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 24650 bytes",,,,0.2,,,,,,
214,2025-01-01T00:02:47.167000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.7,,,"Image captured: 1024x768, 43752 bytes",,,,1.7,,,,,,
215,2025-01-01T00:02:47.493000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 20587 bytes",,,,0.3,,,,,,
216,2025-01-01T00:02:48.344000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 24725 bytes",,,,0.9,,,,,,
217,2025-01-01T00:02:48.570000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 20474 bytes",,,,0.2,,,,,,
218,2025-01-01T00:02:49.253000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,"Image captured: 1024x768, 43182 bytes",,,,0.7,,,,,,
219,2025-01-01T00:02:49.630000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 21650 bytes",,,,0.4,,,,,,
220,2025-01-01T00:02:51.331000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.7,,,"Image captured: 1024x768, 42785 bytes",,,,1.7,,,,,,
221,2025-01-01T00:02:51.534000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 25401 bytes",,,,0.2,,,,,,
222,2025-01-01T00:02:51.728000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 21277 bytes",,,,0.2,,,,,,
223,2025-01-01T00:02:53.313000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 20999 bytes",,,,1.6,,,,,,
224,2025-01-01T00:02:53.408000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 44009 bytes",,,,0.1,,,,,,
225,2025-01-01T00:02:54.997000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.6,,,"Image captured: 1024x768, 44449 bytes",,,,1.6,,,,,,
226,2025-01-01T00:02:56.582000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.6,,,"Image captured: 1024x768, 44053 bytes",,,,1.6,,,,,,
227,2025-01-01T00:02:58.672000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 43918 bytes",,,,2.1,,,,,,
228,2025-01-01T00:02:59.078000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 26469 bytes",,,,0.4,,,,,,
229,2025-01-01T00:02:59.377000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 19262 bytes",,,,0.3,,,,,,
230,2025-01-01T00:03:00.152000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 28290 bytes",,,,0.8,,,,,,
231,2025-01-01T00:03:00.258000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43855 bytes",,,,0.1,,,,,,
232,2025-01-01T00:03:01.730000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 24103 bytes",,,,1.5,,,,,,
233,2025-01-01T00:03:02.840000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 22800 bytes",,,,1.1,,,,,,
234,2025-01-01T00:03:02.847000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Image captured: 1024x768, 43241 bytes",,,,0,,,,,,
235,2025-01-01T00:03:03.915000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21734 bytes",,,,1.1,,,,,,
236,2025-01-01T00:03:04.487000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,"Image captured: 1024x768, 43672 bytes",,,,0.6,,,,,,
237,2025-01-01T00:03:04.981000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 21336 bytes",,,,0.5,,,,,,
238,2025-01-01T00:03:06.041000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 23936 bytes",,,,1.1,,,,,,
239,2025-01-01T00:03:06.071000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Image captured: 1024x768, 43605 bytes",,,,0,,,,,,
240,2025-01-01T00:03:06.319000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 28675 bytes",,,,0.2,,,,,,
241,2025-01-01T00:03:08.592000,ESP,ESP32,2A,,,,,,00:02.3,,,"Image captured: 1024x768, 24504 bytes",,,,2.3,,,,,,
242,2025-01-01T00:03:08.658000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43583 bytes",,,,0.1,,,,,,
243,2025-01-01T00:03:09.682000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 24978 bytes",,,,1,,,,,,
244,2025-01-01T00:03:10.272000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,"Image captured: 1024x768, 43443 bytes",,,,0.6,,,,,,
245,2025-01-01T00:03:10.740000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 24747 bytes",,,,0.5,,,,,,
246,2025-01-01T00:03:11.845000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25473 bytes",,,,1.1,,,,,,
247,2025-01-01T00:03:12.359000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,"Image captured: 1024x768, 43511 bytes",,,,0.5,,,,,,
248,2025-01-01T00:03:12.916000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 24422 bytes",,,,0.6,,,,,,
249,2025-01-01T00:03:14.481000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 26536 bytes",,,,1.6,,,,,,
250,2025-01-01T00:03:14.484000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Image captured: 1024x768, 43457 bytes",,,,0,,,,,,
251,2025-01-01T00:03:15.464000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 19534 bytes",,,,1,,,,,,
252,2025-01-01T00:03:15.551000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 26204 bytes",,,,0.1,,,,,,
253,2025-01-01T00:03:17.059000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.5,,,"Image captured: 1024x768, 43220 bytes",,,,1.5,,,,,,
254,2025-01-01T00:03:19.145000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 43144 bytes",,,,2.1,,,,,,
255,2025-01-01T00:03:21.236000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 42857 bytes",,,,2.1,,,,,,
256,2025-01-01T00:03:23.411000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.2,,,"Image captured: 1024x768, 43283 bytes",,,,2.2,,,,,,
257,2025-01-01T00:03:23.415000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.0,,,"Image captured: 1024x768, 22181 bytes",,,,0,,,,,,
258,2025-01-01T00:03:25.488000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 42889 bytes",,,,2.1,,,,,,
259,2025-01-01T00:03:29.584000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:04.1,,,"Image captured: 1024x768, 43129 bytes",,,,4.1,,,,,,
260,2025-01-01T00:03:30.311000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 22733 bytes",,,,0.7,,,,,,
261,2025-01-01T00:03:31.059000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 19791 bytes",,,,0.7,,,,,,
262,2025-01-01T00:03:31.878000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 22577 bytes",,,,0.8,,,,,,
263,2025-01-01T00:03:32.934000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25882 bytes",,,,1.1,,,,,,
264,2025-01-01T00:03:34.002000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25470 bytes",,,,1.1,,,,,,
265,2025-01-01T00:03:35.133000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25357 bytes",,,,1.1,,,,,,
266,2025-01-01T00:03:36.198000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24741 bytes",,,,1.1,,,,,,
267,2025-01-01T00:03:37.257000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24328 bytes",,,,1.1,,,,,,
268,2025-01-01T00:03:37.998000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.7,,,"Image captured: 1024x768, 24920 bytes",,,,0.7,,,,,,
269,2025-01-01T00:03:38.848000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 16218 bytes",,,,0.9,,,,,,
270,2025-01-01T00:03:39.313000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 25064 bytes",,,,0.5,,,,,,
271,2025-01-01T00:03:40.881000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 25104 bytes",,,,1.6,,,,,,
272,2025-01-01T00:03:41.948000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 23183 bytes",,,,1.1,,,,,,
273,2025-01-01T00:03:43.010000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 25189 bytes",,,,1.1,,,,,,
274,2025-01-01T00:03:44.084000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24359 bytes",,,,1.1,,,,,,
275,2025-01-01T00:03:44.724000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 20133 bytes",,,,0.6,,,,,,
276,2025-01-01T00:03:45.156000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 24479 bytes",,,,0.4,,,,,,
277,2025-01-01T00:03:46.222000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24816 bytes",,,,1.1,,,,,,
278,2025-01-01T00:03:47.297000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24942 bytes",,,,1.1,,,,,,
279,2025-01-01T00:03:48.867000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 24784 bytes",,,,1.6,,,,,,
280,2025-01-01T00:03:49.938000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24228 bytes",,,,1.1,,,,,,
281,2025-01-01T00:03:52.602000,ESP,ESP32,"3.3, 3.4",,,,,,00:02.7,,,"Image captured: 1024x768, 28174 bytes",,,,2.7,,,,,,
282,2025-01-01T00:03:53.495000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 24390 bytes",,,,0.9,,,,,,
283,2025-01-01T00:03:54.502000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 17699 bytes",,,,1,,,,,,
284,2025-01-01T00:03:54.557000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 24945 bytes",,,,0.1,,,,,,
285,2025-01-01T00:03:56.620000,ESP,ESP32,2A,,,,,,00:02.1,,,"Image captured: 1024x768, 24588 bytes",,,,2.1,,,,,,
286,2025-01-01T00:04:06.692000,ESP,ESP32,"3.3, 3.4",,,,,,00:10.1,,,"Image captured: 1024x768, 26583 bytes",,,,10.1,,,,,,
287,2025-01-01T00:04:08.594000,ESP,ESP32,2A,,,,,,00:01.9,,,"Image captured: 1024x768, 26643 bytes",,,,1.9,,,,,,
288,2025-01-01T00:04:11.669000,ESP,ESP32,2A,,,,,,00:03.1,,,"Image captured: 1024x768, 26080 bytes",,,,3.1,,,,,,
289,2025-01-01T00:04:12.729000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 26924 bytes",,,,1.1,,,,,,
290,2025-01-01T00:04:13.707000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 24424 bytes",,,,1,,,,,,
291,2025-01-01T00:04:13.893000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 25075 bytes",,,,0.2,,,,,,
292,2025-01-01T00:04:14.765000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25390 bytes",,,,0.9,,,,,,
293,2025-01-01T00:04:14.954000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 26557 bytes",,,,0.2,,,,,,
294,2025-01-01T00:04:15.827000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 22522 bytes",,,,0.9,,,,,,
295,2025-01-01T00:04:16.015000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 26344 bytes",,,,0.2,,,,,,
296,2025-01-01T00:04:16.881000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 23251 bytes",,,,0.9,,,,,,
297,2025-01-01T00:04:17.105000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 28174 bytes",,,,0.2,,,,,,
298,2025-01-01T00:04:18.034000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 24688 bytes",,,,0.9,,,,,,
299,2025-01-01T00:04:18.180000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 31455 bytes",,,,0.1,,,,,,
300,2025-01-01T00:04:19.252000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 31637 bytes",,,,1.1,,,,,,
301,2025-01-01T00:04:19.658000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 25079 bytes",,,,0.4,,,,,,
302,2025-01-01T00:04:20.229000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 26971 bytes",,,,0.6,,,,,,
303,2025-01-01T00:04:20.329000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 30368 bytes",,,,0.1,,,,,,
304,2025-01-01T00:04:22.246000,ESP,ESP32,2A,,,,,,00:01.9,,,"Image captured: 1024x768, 20598 bytes",,,,1.9,,,,,,
305,2025-01-01T00:04:22.290000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 27224 bytes",,,,0,,,,,,
306,2025-01-01T00:04:22.407000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 28273 bytes",,,,0.1,,,,,,
307,2025-01-01T00:04:23.194000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 27930 bytes",,,,0.8,,,,,,
308,2025-01-01T00:04:23.312000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 21649 bytes",,,,0.1,,,,,,
309,2025-01-01T00:04:23.478000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 27112 bytes",,,,0.2,,,,,,
310,2025-01-01T00:04:24.350000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 27345 bytes",,,,0.9,,,,,,
311,2025-01-01T00:04:24.364000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 20314 bytes",,,,0,,,,,,
312,2025-01-01T00:04:24.548000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 27884 bytes",,,,0.2,,,,,,
313,2025-01-01T00:04:25.411000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 27068 bytes",,,,0.9,,,,,,
314,2025-01-01T00:04:25.437000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 20939 bytes",,,,0,,,,,,
315,2025-01-01T00:04:25.611000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 27973 bytes",,,,0.2,,,,,,
316,2025-01-01T00:04:26.495000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25489 bytes",,,,0.9,,,,,,
317,2025-01-01T00:04:26.497000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 19538 bytes",,,,0,,,,,,
318,2025-01-01T00:04:26.688000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 26878 bytes",,,,0.2,,,,,,
319,2025-01-01T00:04:27.752000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 28257 bytes",,,,1.1,,,,,,
320,2025-01-01T00:04:27.753000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 25430 bytes",,,,0,,,,,,
321,2025-01-01T00:04:29.051000,ESP,ESP32,2A,,,,,,00:01.3,,,"Image captured: 1024x768, 20629 bytes",,,,1.3,,,,,,
322,2025-01-01T00:04:29.325000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 28325 bytes",,,,0.3,,,,,,
323,2025-01-01T00:04:30.163000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 21662 bytes",,,,0.8,,,,,,
324,2025-01-01T00:04:30.422000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 30304 bytes",,,,0.3,,,,,,
325,2025-01-01T00:04:31.232000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 22489 bytes",,,,0.8,,,,,,
326,2025-01-01T00:04:32.292000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 22658 bytes",,,,1.1,,,,,,
327,2025-01-01T00:04:33.007000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 29081 bytes",,,,0.7,,,,,,
328,2025-01-01T00:04:33.378000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 22235 bytes",,,,0.4,,,,,,
329,2025-01-01T00:04:33.435000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 23304 bytes",,,,0.1,,,,,,
330,2025-01-01T00:04:33.822000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 25749 bytes",,,,0.4,,,,,,
331,2025-01-01T00:04:34.441000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 21551 bytes",,,,0.6,,,,,,
332,2025-01-01T00:04:35.094000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 23478 bytes",,,,0.7,,,,,,
333,2025-01-01T00:04:35.999000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 23932 bytes",,,,0.9,,,,,,
334,2025-01-01T00:04:36.153000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 22833 bytes",,,,0.2,,,,,,
335,2025-01-01T00:04:37.210000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 22844 bytes",,,,1.1,,,,,,
336,2025-01-01T00:04:37.562000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 22542 bytes",,,,0.4,,,,,,
337,2025-01-01T00:04:38.282000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 22644 bytes",,,,0.7,,,,,,
338,2025-01-01T00:04:39.633000,ESP,ESP32,2A,,,,,,00:01.4,,,"Image captured: 1024x768, 21443 bytes",,,,1.4,,,,,,
339,2025-01-01T00:04:39.792000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 27332 bytes",,,,0.2,,,,,,
340,2025-01-01T00:04:41.317000,ESP,ESP32,"3.3, 3.4",,,,,,00:01.5,,,"Image captured: 1024x768, 28088 bytes",,,,1.5,,,,,,
341,2025-01-01T00:04:41.706000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 21753 bytes",,,,0.4,,,,,,
342,2025-01-01T00:04:43.290000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 22104 bytes",,,,1.6,,,,,,
343,2025-01-01T00:04:44.384000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 23078 bytes",,,,1.1,,,,,,
344,2025-01-01T00:04:45.894000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 22348 bytes",,,,1.5,,,,,,
345,2025-01-01T00:04:47.085000,ESP,ESP32,2A,,,,,,00:01.2,,,"Image captured: 1024x768, 22671 bytes",,,,1.2,,,,,,
346,2025-01-01T00:04:48.734000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 22569 bytes",,,,1.6,,,,,,
347,2025-01-01T00:04:51.307000,ESP,ESP32,2A,,,,,,00:02.6,,,"Image captured: 1024x768, 22502 bytes",,,,2.6,,,,,,
348,2025-01-01T00:04:52.368000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 22508 bytes",,,,1.1,,,,,,
349,2025-01-01T00:04:53.454000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21230 bytes",,,,1.1,,,,,,
350,2025-01-01T00:04:55.385000,ESP,ESP32,2A,,,,,,00:01.9,,,"Image captured: 1024x768, 29188 bytes",,,,1.9,,,,,,
